title,url,pub_date,duration,status,filename,size_mb,format,guid,speakers,transcription_status,transcript_path,diarization_status,diarized_transcript_path
NerdCast 819 - Larica Total: 10 anos da cozinha de guerrilha,https://pdst.fm/e/traffic.megaphone.fm/JNPD4031531805.mp3?updated=1753984167,2022-03-04,125m26s,downloaded,NerdCast 819 - Larica Total_ 10 anos da cozinha de guerrilha.mp3,85.4,mp3,https://jovemnerd.com.br/nerdcast/larica-total-10-anos-da-cozinha-de-guerrilha/,,not_transcribed,,not_diarized,
NerdCast 818 - Star Trek – Audaciosamente indo aonde ninguém jamais esteve,https://pdst.fm/e/traffic.megaphone.fm/JNPD5860674028.mp3?updated=1753984169,2022-02-25,109m55s,downloaded,NerdCast 818 - Star Trek _ Audaciosamente indo aonde ninguém jamais esteve.mp3,74.7,mp3,https://jovemnerd.com.br/nerdcast/star-trek-audaciosamente-indo-aonde-ninguem-jamais-esteve/,,not_transcribed,,not_diarized,
NerdCast 817 - O Desnecessário Livro de Boba Fett,https://pdst.fm/e/traffic.megaphone.fm/JNPD9441029916.mp3?updated=1753984171,2022-02-18,118m58s,downloaded,NerdCast 817 - O Desnecessário Livro de Boba Fett.mp3,81.0,mp3,https://jovemnerd.com.br/nerdcast/o-desnecessario-livro-de-boba-fett/,,not_transcribed,,not_diarized,
NerdCast 816 - A batalha dos Crossovers 10,https://pdst.fm/e/traffic.megaphone.fm/JNPD7459704007.mp3?updated=1753984174,2022-02-11,133m14s,downloaded,NerdCast 816 - A batalha dos Crossovers 10.mp3,90.8,mp3,https://jovemnerd.com.br/nerdcast/a-batalha-dos-crossovers-10/,Azaghal,not_transcribed,,not_diarized,
NerdCast 815 - He-man e os Mestres do Universo ainda têm a força?,https://pdst.fm/e/traffic.megaphone.fm/JNPD1130502516.mp3?updated=1753984176,2022-02-04,103m03s,downloaded,NerdCast 815 - He-man e os Mestres do Universo ainda têm a força_.mp3,70.0,mp3,https://jovemnerd.com.br/nerdcast/he-man-e-os-mestres-do-universo-ainda-tem-a-forca/,,not_transcribed,,not_diarized,
"NerdCast 814 - Qual é a pauta? Quadrinhos, BBB22 e o refém do #sextou",https://pdst.fm/e/traffic.megaphone.fm/JNPD2191026157.mp3?updated=1753984178,2022-01-28,112m26s,downloaded,NerdCast 814 - Qual é a pauta_ Quadrinhos_ BBB22 e o refém do _sextou.mp3,76.5,mp3,https://jovemnerd.com.br/nerdcast/qual-e-a-pauta-quadrinhos-bbb22-e-o-refem-do-sextou/,,not_transcribed,,not_diarized,
NerdCast 813 - Trilhas sonoras de uma orquestra de um homem só,https://pdst.fm/e/traffic.megaphone.fm/JNPD9272125800.mp3?updated=1753984180,2022-01-21,116m22s,downloaded,NerdCast 813 - Trilhas sonoras de uma orquestra de um homem só.mp3,79.2,mp3,https://jovemnerd.com.br/nerdcast/trilhas-sonoras-de-uma-orquestra-de-um-homem-so/,,not_transcribed,,not_diarized,
NerdCast 812 - Política Internacional 2021,https://pdst.fm/e/traffic.megaphone.fm/JNPD4853556392.mp3?updated=1753984182,2022-01-14,114m09s,downloaded,NerdCast 812 - Política Internacional 2021.mp3,77.7,mp3,https://jovemnerd.com.br/nerdcast/politica-internacional-2021/,,not_transcribed,,not_diarized,
NerdCast 811 - Matrix 4: Ressuscitou ou morreu de vez?,https://pdst.fm/e/traffic.megaphone.fm/JNPD3147451045.mp3?updated=1753984184,2022-01-07,116m49s,downloaded,NerdCast 811 - Matrix 4_ Ressuscitou ou morreu de vez_.mp3,79.5,mp3,https://jovemnerd.com.br/nerdcast/matrix-4-ressuscitou-ou-morreu-de-vez/,,not_transcribed,,not_diarized,
NerdCast 810 - Gavião Arqueiro: Natal fora do ninho,https://pdst.fm/e/traffic.megaphone.fm/JNPD3311669423.mp3?updated=1753984186,2021-12-31,108m00s,downloaded,NerdCast 810 - Gavião Arqueiro_ Natal fora do ninho.mp3,73.4,mp3,https://jovemnerd.com.br/nerdcast/gaviao-arqueiro-natal-fora-do-ninho/,Azaghal,not_transcribed,,not_diarized,
NerdCast 809 - Homem-Aranha: Me leva pra casa!,https://pdst.fm/e/traffic.megaphone.fm/JNPD2667309474.mp3?updated=1753984187,2021-12-24,149m13s,downloaded,NerdCast 809 - Homem-Aranha_ Me leva pra casa_.mp3,101.7,mp3,https://jovemnerd.com.br/nerdcast/homem-aranha-me-leva-pra-casa/,,not_transcribed,,not_diarized,
NerdCast 808 - Profissão: Indie Game Dev,https://pdst.fm/e/traffic.megaphone.fm/JNPD5377572626.mp3?updated=1753984189,2021-12-17,128m14s,downloaded,NerdCast 808 - Profissão_ Indie Game Dev.mp3,87.3,mp3,https://jovemnerd.com.br/nerdcast/profissao-indie-game-dev/,,not_transcribed,,not_diarized,
NerdCast 807 - David Bowie: As múltiplas faces de um artista único,https://pdst.fm/e/traffic.megaphone.fm/JNPD2367503853.mp3?updated=1753984191,2021-12-10,110m49s,downloaded,NerdCast 807 - David Bowie_ As múltiplas faces de um artista único.mp3,75.4,mp3,https://jovemnerd.com.br/nerdcast/david-bowie-as-multiplas-faces-de-um-artista-unico/,,not_transcribed,,not_diarized,
"NerdCast 806 - Fundação: Bom dia, boa tarde e boa noite",https://pdst.fm/e/traffic.megaphone.fm/JNPD5013019073.mp3?updated=1753984194,2021-12-03,133m49s,downloaded,NerdCast 806 - Fundação_ Bom dia_ boa tarde e boa noite.mp3,91.2,mp3,https://jovemnerd.com.br/nerdcast/fundacao-bom-dia-boa-tarde-e-boa-noite/,,not_transcribed,,not_diarized,
NerdCast 805 - Magias do RPG: Da bola de fogo à aposentadoria,https://pdst.fm/e/traffic.megaphone.fm/JNPD6845648166.mp3?updated=1753984196,2021-11-26,96m05s,downloaded,NerdCast 805 - Magias do RPG_ Da bola de fogo à aposentadoria.mp3,65.3,mp3,https://jovemnerd.com.br/nerdcast/magias-do-rpg-da-bola-de-fogo-a-aposentadoria/,,not_transcribed,,not_diarized,
NerdCast 804 - Eternos e Shang-Chi: Imortais são babacas!,https://pdst.fm/e/traffic.megaphone.fm/JNPD3060032504.mp3?updated=1753984199,2021-11-19,179m50s,downloaded,NerdCast 804 - Eternos e Shang-Chi_ Imortais são babacas_.mp3,122.8,mp3,https://jovemnerd.com.br/nerdcast/eternos-e-shang-chi-imortais-sao-babacas/,,not_transcribed,,not_diarized,
NerdCast 803 - Em Duna o choro não é livre,https://pdst.fm/e/traffic.megaphone.fm/JNPD9423150231.mp3?updated=1753984201,2021-11-12,153m29s,downloaded,NerdCast 803 - Em Duna o choro não é livre.mp3,104.7,mp3,https://jovemnerd.com.br/nerdcast/em-duna-o-choro-nao-e-livre/,,not_transcribed,,not_diarized,
NerdCast 802 - Round 6: Não sabe brincar vai morrer no play,https://pdst.fm/e/traffic.megaphone.fm/JNPD3100152450.mp3?updated=1753984203,2021-11-05,133m00s,downloaded,NerdCast 802 - Round 6_ Não sabe brincar vai morrer no play.mp3,90.6,mp3,https://jovemnerd.com.br/nerdcast/round-6-nao-sabe-brincar-vai-morrer-no-play/,,not_transcribed,,not_diarized,
NerdCast 801 - Pelados e apavorados,https://pdst.fm/e/traffic.megaphone.fm/JNPD7098866332.mp3?updated=1753984205,2021-10-29,152m03s,downloaded,NerdCast 801 - Pelados e apavorados.mp3,103.7,mp3,https://jovemnerd.com.br/nerdcast/pelados-e-apavorados/,,not_transcribed,,not_diarized,
NerdCast 800 - O Melhor de 800 Nerdcasts!,https://pdst.fm/e/traffic.megaphone.fm/JNPD9252512753.mp3?updated=1753984207,2021-10-22,153m14s,downloaded,NerdCast 800 - O Melhor de 800 Nerdcasts_.mp3,104.5,mp3,https://jovemnerd.com.br/nerdcast/o-melhor-de-800-nerdcasts/,,not_transcribed,,not_diarized,
NerdCast 799 - What If…? E se a Marvel fosse ousada?,https://pdst.fm/e/traffic.megaphone.fm/JNPD3986364762.mp3?updated=1753984209,2021-10-15,102m11s,downloaded,NerdCast 799 - What If__ E se a Marvel fosse ousada_.mp3,69.4,mp3,https://jovemnerd.com.br/nerdcast/what-if-e-se-a-marvel-fosse-ousada/,,not_transcribed,,not_diarized,
NerdCast 798 - Perrengues da hora do almoço,https://pdst.fm/e/traffic.megaphone.fm/JNPD8663481136.mp3?updated=1753984211,2021-10-08,91m33s,downloaded,NerdCast 798 - Perrengues da hora do almoço.mp3,62.1,mp3,https://jovemnerd.com.br/nerdcast/perrengues-da-hora-do-almoco/,,not_transcribed,,not_diarized,
NerdCast 797 - Nós vemos a realidade como ela realmente é?,https://pdst.fm/e/traffic.megaphone.fm/JNPD9168475877.mp3?updated=1753984212,2021-10-01,94m53s,downloaded,NerdCast 797 - Nós vemos a realidade como ela realmente é_.mp3,64.4,mp3,https://jovemnerd.com.br/nerdcast/nos-vemos-a-realidade-como-ela-realmente-e/,,not_transcribed,,not_diarized,
NerdCast 796 - A internet que amamos odiar,https://pdst.fm/e/traffic.megaphone.fm/JNPD2213736816.mp3?updated=1753984214,2021-09-24,105m27s,downloaded,NerdCast 796 - A internet que amamos odiar.mp3,71.7,mp3,https://jovemnerd.com.br/nerdcast/a-internet-que-amamos-odiar/,,not_transcribed,,not_diarized,
NerdCast 795 - O The Esquadrão Suicida: Pimenta no Starro dos outros é nam nam,https://pdst.fm/e/traffic.megaphone.fm/JNPD9383088403.mp3?updated=1753984216,2021-09-17,119m12s,downloaded,NerdCast 795 - O The Esquadrão Suicida_ Pimenta no Starro dos outros é nam nam.mp3,81.1,mp3,https://jovemnerd.com.br/nerdcast/o-the-esquadrao-suicida-pimenta-no-starro-dos-outros-e-nam-nam/,,not_transcribed,,not_diarized,
NerdCast Oferecido por BIS XTRA - Adestrando cachorro-quente com Tik-Tik para alienígenas: Nerdcast Descontrolado e sem pauta,https://pdst.fm/e/traffic.megaphone.fm/JNPD6949458943.mp3?updated=1753984217,2021-09-14,65m02s,downloaded,NerdCast Oferecido por BIS XTRA - Adestrando cachorro-quente com Tik-Tik para alienígenas_ Nerdcast Descontrolado e sem .mp3,43.9,mp3,https://jovemnerd.com.br/nerdcast/extra/adestrando-cachorro-quente-com-tik-tik-para-alienigenas-nerdcast-descontrolado-e-sem-pauta/,,not_transcribed,,not_diarized,
NerdCast 794 - Oh Canada! A vida lá no norte da América,https://pdst.fm/e/traffic.megaphone.fm/JNPD8392804748.mp3?updated=1753984218,2021-09-10,119m25s,downloaded,NerdCast 794 - Oh Canada_ A vida lá no norte da América.mp3,81.3,mp3,https://jovemnerd.com.br/nerdcast/oh-canada-a-vida-la-no-norte-da-america/,,not_transcribed,,not_diarized,
NerdCast 793 - Pra entender o Afeganistão,https://pdst.fm/e/traffic.megaphone.fm/JNPD5275350394.mp3?updated=1753984220,2021-09-03,120m20s,downloaded,NerdCast 793 - Pra entender o Afeganistão.mp3,54.6,mp3,https://jovemnerd.com.br/nerdcast/pra-entender-o-afeganistao/,,not_transcribed,,not_diarized,
NerdCast 792 - Hábitos estranhos e onde habitam,https://pdst.fm/e/traffic.megaphone.fm/JNPD7510220028.mp3?updated=1757444736,2021-08-27,121m48s,downloaded,NerdCast 792 - Hábitos estranhos e onde habitam.mp3,54.9,mp3,https://jovemnerd.com.br/nerdcast/habitos-estranhos-e-onde-habitam/,,not_transcribed,,not_diarized,
NerdCast 791 - TENET: Entropia é cagar pra dentro!,https://pdst.fm/e/traffic.megaphone.fm/JNPD1691197550.mp3?updated=1753984224,2021-08-20,114m29s,downloaded,NerdCast 791 - TENET_ Entropia é cagar pra dentro_.mp3,52.0,mp3,https://jovemnerd.com.br/nerdcast/tenet-entropia-e-cagar-pra-dentro/,,not_transcribed,,not_diarized,
"NerdCast 790 - Egiptologia: Tutancamon, Napoleão e Durepox arqueológico",https://pdst.fm/e/traffic.megaphone.fm/JNPD8333536180.mp3?updated=1753984226,2021-08-13,102m05s,downloaded,NerdCast 790 - Egiptologia_ Tutancamon_ Napoleão e Durepox arqueológico.mp3,69.4,mp3,https://jovemnerd.com.br/nerdcast/egiptologia-tutancamon-napoleao-e-durepox-arqueologico/,,not_transcribed,,not_diarized,
NerdCast Oferecido por Spotify - Paciente 63: De viajante do tempo e louco todo mundo tem um pouco,https://pdst.fm/e/traffic.megaphone.fm/JNPD8216052070.mp3?updated=1753984227,2021-08-10,64m33s,downloaded,NerdCast Oferecido por Spotify - Paciente 63_ De viajante do tempo e louco todo mundo tem um pouco.mp3,43.6,mp3,https://jovemnerd.com.br/nerdcast/extra/paciente-63-de-viajante-do-tempo-e-louco-todo-mundo-tem-um-pouco/,,not_transcribed,,not_diarized,
"NerdCast 789 - O que é um Rockstar? Histórias de músicos, músicas e estrada",https://pdst.fm/e/traffic.megaphone.fm/JNPD5559484034.mp3?updated=1753984228,2021-08-06,108m38s,downloaded,NerdCast 789 - O que é um Rockstar_ Histórias de músicos_ músicas e estrada.mp3,49.3,mp3,https://jovemnerd.com.br/nerdcast/o-que-e-um-rockstar-historia-de-musicos-musicas-e-estrada/,,not_transcribed,,not_diarized,
"NerdCast 788 - Qual é a pauta? Pelos desagradáveis, Rolex e p!r0c4 espacial!",https://pdst.fm/e/traffic.megaphone.fm/JNPD3267314097.mp3?updated=1758837804,2021-07-30,94m36s,downloaded,NerdCast 788 - Qual é a pauta_ Pelos desagradáveis_ Rolex e p_r0c4 espacial_.mp3,42.0,mp3,https://jovemnerd.com.br/nerdcast/qual-e-a-pauta-pelos-desagradaveis-rolex-e-pr0c4-espacial/,,not_transcribed,,not_diarized,
"NerdCast 787 - Loki, Loki jacaré, Loki clássico, Loki arrependido, Loki apaixonado…",https://pdst.fm/e/traffic.megaphone.fm/JNPD2964135955.mp3?updated=1753984232,2021-07-23,156m51s,downloaded,NerdCast 787 - Loki_ Loki jacaré_ Loki clássico_ Loki arrependido_ Loki apaixonado_.mp3,71.4,mp3,https://jovemnerd.com.br/nerdcast/loki-loki-jacare-loki-classico-loki-arrependido-loki-apaixonado/,,not_transcribed,,not_diarized,
NerdCast 786 - Viúva Negra: Casos de família e passagem de bastão,https://pdst.fm/e/traffic.megaphone.fm/JNPD6615965710.mp3?updated=1753984234,2021-07-16,127m16s,downloaded,NerdCast 786 - Viúva Negra_ Casos de família e passagem de bastão.mp3,57.8,mp3,https://jovemnerd.com.br/nerdcast/viuva-negra-casos-de-familia-e-passagem-de-bastao/,,not_transcribed,,not_diarized,
"NerdCast 785 - As vantagens, desafios e os macacos do home office",https://pdst.fm/e/traffic.megaphone.fm/JNPD7021637011.mp3?updated=1753984234,2021-07-09,101m35s,downloaded,NerdCast 785 - As vantagens_ desafios e os macacos do home office.mp3,46.1,mp3,https://jovemnerd.com.br/nerdcast/as-vantagens-desafios-e-os-macacos-do-home-office/,,not_transcribed,,not_diarized,
NerdCast 784 - CRINGE! MILLENNIALS E ZENIALS EM GUERRA (E OS BOOMERS ASSISTINDO),https://pdst.fm/e/traffic.megaphone.fm/JNPD5820794391.mp3?updated=1753984236,2021-07-02,117m30s,downloaded,NerdCast 784 - CRINGE_ MILLENNIALS E ZENIALS EM GUERRA _E OS BOOMERS ASSISTINDO_.mp3,53.3,mp3,https://jovemnerd.com.br/nerdcast/cringe-millennials-e-zenials-em-guerra-e-os-boomers-assistindo/,,not_transcribed,,not_diarized,
"NerdCast 783 - Morangos, Morte & Robôtos 2",https://pdst.fm/e/traffic.megaphone.fm/JNPD5975423090.mp3?updated=1753984237,2021-06-25,94m15s,downloaded,NerdCast 783 - Morangos_ Morte _ Robôtos 2.mp3,42.7,mp3,https://jovemnerd.com.br/nerdcast/love-death-and-robots-2/,,not_transcribed,,not_diarized,
NerdCast 782 - Star Wars: A gente reclama mais do que sonha,https://pdst.fm/e/traffic.megaphone.fm/JNPD6382063397.mp3?updated=1753984238,2021-06-18,125m24s,downloaded,NerdCast 782 - Star Wars_ A gente reclama mais do que sonha.mp3,57.2,mp3,https://jovemnerd.com.br/nerdcast/star-wars-a-gente-reclama-mais-do-que-sonha/,,not_transcribed,,not_diarized,
NerdCast 781 - Especial Dia dos Namorados 2021,https://pdst.fm/e/traffic.megaphone.fm/JNPD6061125357.mp3?updated=1753984239,2021-06-11,191m05s,downloaded,NerdCast 781 - Especial Dia dos Namorados 2021.mp3,87.0,mp3,https://jovemnerd.com.br/nerdcast/especial-dia-dos-namorados-2021/,Sr. K,not_transcribed,,not_diarized,
"NerdCast 780 - Qual é a pauta? Dor nas pernas, Air Guitar e sopa de feijoada",https://pdst.fm/e/traffic.megaphone.fm/JNPD5352546538.mp3?updated=1753984240,2021-06-04,88m33s,downloaded,NerdCast 780 - Qual é a pauta_ Dor nas pernas_ Air Guitar e sopa de feijoada.mp3,40.1,mp3,https://jovemnerd.com.br/nerdcast/qual-e-a-pauta-dor-nas-pernas-air-guitar-e-sopa-de-feijoada/,,not_transcribed,,not_diarized,
NerdCast 779 - Fenômenos bizarros,https://pdst.fm/e/traffic.megaphone.fm/JNPD2175430810.mp3?updated=1753984242,2021-05-28,103m04s,downloaded,NerdCast 779 - Fenômenos bizarros.mp3,46.7,mp3,https://jovemnerd.com.br/nerdcast/fenomenos-bizarros/,Guga Mafra,not_transcribed,,not_diarized,
NerdCast 778 - A Era de Ouro da TV,https://pdst.fm/e/traffic.megaphone.fm/JNPD2521944010.mp3?updated=1753984244,2021-05-21,138m36s,downloaded,NerdCast 778 - A Era de Ouro da TV.mp3,63.0,mp3,https://jovemnerd.com.br/nerdcast/a-era-de-ouro-da-tv/,,not_transcribed,,not_diarized,
"NerdCast 777 - Invencível, profundo, tosco e surpreendente",https://pdst.fm/e/traffic.megaphone.fm/JNPD9928661984.mp3?updated=1753984245,2021-05-14,120m07s,downloaded,NerdCast 777 - Invencível_ profundo_ tosco e surpreendente.mp3,54.5,mp3,https://jovemnerd.com.br/nerdcast/invencivel-profundo-tosco-e-surpreendente/,,not_transcribed,,not_diarized,
NerdCast 776 - Piratas no Brasil,https://pdst.fm/e/traffic.megaphone.fm/JNPD4021933848.mp3?updated=1753984246,2021-05-07,68m53s,downloaded,NerdCast 776 - Piratas no Brasil.mp3,31.1,mp3,https://jovemnerd.com.br/nerdcast/piratas-no-brasil/,,not_transcribed,,not_diarized,
NerdCast 775 - Asa e Bracinho… ou Falcão América e Lobo Invernal,https://pdst.fm/e/traffic.megaphone.fm/JNPD6124358003.mp3?updated=1753984247,2021-04-30,110m25s,downloaded,NerdCast 775 - Asa e Bracinho_ ou Falcão América e Lobo Invernal.mp3,50.1,mp3,https://jovemnerd.com.br/nerdcast/asa-e-bracinho-ou-falcao-america-e-lobo-invernal/,,not_transcribed,,not_diarized,
NerdCast Oferecido por Participathivos - Vivendo com HIV,https://pdst.fm/e/traffic.megaphone.fm/JNPD6545380405.mp3?updated=1753984249,2021-04-27,44m06s,downloaded,NerdCast Oferecido por Participathivos - Vivendo com HIV.mp3,29.6,mp3,https://jovemnerd.com.br/nerdcast/extra/vivendo-com-hiv/,,not_transcribed,,not_diarized,
NerdCast 774 - Credo que delícia,https://pdst.fm/e/traffic.megaphone.fm/JNPD3015903590.mp3?updated=1753984249,2021-04-23,84m41s,downloaded,NerdCast 774 - Credo que delícia.mp3,38.3,mp3,https://jovemnerd.com.br/nerdcast/credo-que-delicia/,,not_transcribed,,not_diarized,
NerdCast 773 - Gosto não se discute,https://pdst.fm/e/traffic.megaphone.fm/JNPD7911682159.mp3?updated=1753984250,2021-04-16,100m04s,downloaded,NerdCast 773 - Gosto não se discute.mp3,45.4,mp3,https://jovemnerd.com.br/nerdcast/gosto-nao-se-discute/,,not_transcribed,,not_diarized,
NerdCast 772 - Qual é a pauta?,https://pdst.fm/e/traffic.megaphone.fm/JNPD3726548650.mp3?updated=1753984251,2021-04-09,80m00s,downloaded,NerdCast 772 - Qual é a pauta_.mp3,36.2,mp3,https://jovemnerd.com.br/nerdcast/qual-e-a-pauta/,,not_transcribed,,not_diarized,
NerdCast 771 - História vs Ficção 2,https://pdst.fm/e/traffic.megaphone.fm/JNPD2896301334.mp3?updated=1753984252,2021-04-02,101m21s,downloaded,NerdCast 771 - História vs Ficção 2.mp3,46.0,mp3,https://jovemnerd.com.br/nerdcast/historia-vs-ficcao-2/,,not_transcribed,,not_diarized,
NerdCast 770 - Liga da Justiça SnyderCut: O Não corte de Zack Snyder,https://pdst.fm/e/traffic.megaphone.fm/JNPD6793265139.mp3?updated=1753984254,2021-03-26,145m01s,downloaded,NerdCast 770 - Liga da Justiça SnyderCut_ O Não corte de Zack Snyder.mp3,65.9,mp3,https://jovemnerd.com.br/nerdcast/liga-da-justica-snydercut-o-nao-corte-de-zack-snyder/,,not_transcribed,,not_diarized,
NerdCast 769 - Livre arbítrio é ilusão?,https://pdst.fm/e/traffic.megaphone.fm/JNPD6063389081.mp3?updated=1753984256,2021-03-19,85m05s,downloaded,NerdCast 769 - Livre arbítrio é ilusão_.mp3,38.5,mp3,https://jovemnerd.com.br/nerdcast/livre-arbitrio-e-ilusao/,,not_transcribed,,not_diarized,
"NerdCast 768 - WandaVision: Nostalgia, teorias e luto",https://pdst.fm/e/traffic.megaphone.fm/JNPD9632421170.mp3?updated=1753984257,2021-03-12,127m57s,downloaded,NerdCast 768 - WandaVision_ Nostalgia_ teorias e luto.mp3,87.1,mp3,https://jovemnerd.com.br/nerdcast/wandavision-nostalgia-teorias-e-luto/,,not_transcribed,,not_diarized,
NerdCast 767 - RPG na História,https://pdst.fm/e/traffic.megaphone.fm/JNPD2284179068.mp3?updated=1753984258,2021-03-05,84m36s,downloaded,NerdCast 767 - RPG na História.mp3,38.3,mp3,https://jovemnerd.com.br/nerdcast/rpg-na-historia/,,not_transcribed,,not_diarized,
NerdCast 766 - A batalha dos Crossovers 9,https://pdst.fm/e/traffic.megaphone.fm/JNPD5126162459.mp3?updated=1753984259,2021-02-26,76m49s,downloaded,NerdCast 766 - A batalha dos Crossovers 9.mp3,34.7,mp3,https://jovemnerd.com.br/nerdcast/a-batalha-dos-crossovers-9/,,not_transcribed,,not_diarized,
NerdCast 765 - Não vale usar Google 3,https://pdst.fm/e/traffic.megaphone.fm/JNPD6155116689.mp3?updated=1753984261,2021-02-19,103m46s,downloaded,NerdCast 765 - Não vale usar Google 3.mp3,47.3,mp3,https://jovemnerd.com.br/nerdcast/nao-vale-usar-google-3/,,not_transcribed,,not_diarized,
NerdCast 764 - Os próximos 200 anos,https://pdst.fm/e/traffic.megaphone.fm/JNPD6795438909.mp3?updated=1753984262,2021-02-12,93m21s,downloaded,NerdCast 764 - Os próximos 200 anos.mp3,42.3,mp3,https://jovemnerd.com.br/nerdcast/os-proximos-200-anos/,,not_transcribed,,not_diarized,
NerdCast 763 - Os embalos das músicas-tema,https://pdst.fm/e/traffic.megaphone.fm/JNPD7456393312.mp3?updated=1753984263,2021-02-05,117m54s,downloaded,NerdCast 763 - Os embalos das músicas-tema.mp3,53.8,mp3,https://jovemnerd.com.br/nerdcast/os-embalos-das-musicas-tema/,,not_transcribed,,not_diarized,
NerdCast Oferecido por Valorant - Valorant: Spike Plantada,https://pdst.fm/e/traffic.megaphone.fm/JNPD6685832900.mp3?updated=1753984264,2021-02-02,79m48s,downloaded,NerdCast Oferecido por Valorant - Valorant_ Spike Plantada.mp3,54.1,mp3,https://jovemnerd.com.br/nerdcast/extra/valorant-spike-plantada/,,not_transcribed,,not_diarized,
NerdCast 762 - Cobra Kai Never Dies,https://pdst.fm/e/traffic.megaphone.fm/JNPD3124912424.mp3?updated=1753984265,2021-01-29,105m18s,downloaded,NerdCast 762 - Cobra Kai Never Dies.mp3,47.8,mp3,https://jovemnerd.com.br/nerdcast/cobra-kai-never-dies/,,not_transcribed,,not_diarized,
NerdCast 761 - Bastidores do Nerdcast RPG Cthulhu,https://pdst.fm/e/traffic.megaphone.fm/JNPD3309341160.mp3?updated=1753984267,2021-01-22,147m30s,downloaded,NerdCast 761 - Bastidores do Nerdcast RPG Cthulhu.mp3,67.1,mp3,https://jovemnerd.com.br/nerdcast/bastidores-do-nerdcast-rpg-cthulhu/,,not_transcribed,,not_diarized,
NerdCast 760 - PC Gamer: Além do RGB,https://pdst.fm/e/traffic.megaphone.fm/JNPD3961306962.mp3?updated=1753984268,2021-01-15,107m12s,downloaded,NerdCast 760 - PC Gamer_ Além do RGB.mp3,48.6,mp3,https://jovemnerd.com.br/nerdcast/pc-gamer-alem-do-rgb/,,not_transcribed,,not_diarized,
NerdCast 759 - O caminho para a sustentabilidade,https://pdst.fm/e/traffic.megaphone.fm/JNPD3487087157.mp3?updated=1753984270,2021-01-08,88m27s,downloaded,NerdCast 759 - O caminho para a sustentabilidade.mp3,40.1,mp3,https://jovemnerd.com.br/nerdcast/o-caminho-para-a-sustentabilidade/,,not_transcribed,,not_diarized,
NerdCast 758 - Mandalorian 2 e o Futuro de Star Wars,https://pdst.fm/e/traffic.megaphone.fm/JNPD8609754015.mp3?updated=1753984271,2021-01-01,181m20s,downloaded,NerdCast 758 - Mandalorian 2 e o Futuro de Star Wars.mp3,82.6,mp3,https://jovemnerd.com.br/nerdcast/mandalorian-2-e-o-futuro-de-star-wars/,,not_transcribed,,not_diarized,
NerdCast RPG 757 - RPG Cthulhu 4: O último ritual,https://pdst.fm/e/traffic.megaphone.fm/JNPD7342720249.mp3?updated=1753984272,2020-12-25,153m25s,downloaded,NerdCast RPG 757 - RPG Cthulhu 4_ O último ritual.mp3,209.8,mp3,https://jovemnerd.com.br/nerdcast/rpg-call-of-cthulhu-4-o-ultimo-ritual/,Azaghal|Tucano|Rex|Carlos Voltor|Alexandre Ottoni|Katiucha Barcelos|Caio Gomes,not_transcribed,,not_diarized,
NerdCast 756 - Política Internacional 2020,https://pdst.fm/e/traffic.megaphone.fm/JNPD2255621945.mp3?updated=1753984272,2020-12-18,119m52s,downloaded,NerdCast 756 - Política Internacional 2020.mp3,54.4,mp3,https://jovemnerd.com.br/nerdcast/politica-internacional-2020/,,not_transcribed,,not_diarized,
NerdCast 755 - Roma bárbara e decadente,https://pdst.fm/e/traffic.megaphone.fm/JNPD7165514086.mp3?updated=1753984273,2020-12-11,99m23s,downloaded,NerdCast 755 - Roma bárbara e decadente.mp3,45.1,mp3,https://jovemnerd.com.br/nerdcast/roma-barbara-e-decadente/,,not_transcribed,,not_diarized,
NerdCast 754 - Quem tem medo de Dentista?,https://pdst.fm/e/traffic.megaphone.fm/JNPD5326097394.mp3?updated=1753984274,2020-12-04,97m15s,downloaded,NerdCast 754 - Quem tem medo de Dentista_.mp3,44.1,mp3,https://jovemnerd.com.br/nerdcast/quem-tem-medo-de-dentista/,,not_transcribed,,not_diarized,
NerdCast 753 - Consumistas descontrolados,https://pdst.fm/e/traffic.megaphone.fm/JNPD6832508293.mp3?updated=1753984275,2020-11-27,98m23s,downloaded,NerdCast 753 - Consumistas descontrolados.mp3,44.6,mp3,https://jovemnerd.com.br/nerdcast/consumistas-descontrolados/,,not_transcribed,,not_diarized,
NerdCast 752 - Underground Railroad: Jornadas para a Liberdade,https://pdst.fm/e/traffic.megaphone.fm/JNPD9061286934.mp3?updated=1753984277,2020-11-20,86m54s,downloaded,NerdCast 752 - Underground Railroad_ Jornadas para a Liberdade.mp3,39.3,mp3,https://jovemnerd.com.br/nerdcast/underground-railroad-jornadas-para-a-liberdade/,,not_transcribed,,not_diarized,
NerdCast 751 - Esse tal de Rock Nacional,https://pdst.fm/e/traffic.megaphone.fm/JNPD6643217904.mp3?updated=1753984278,2020-11-13,108m58s,downloaded,NerdCast 751 - Esse tal de Rock Nacional.mp3,49.4,mp3,https://jovemnerd.com.br/nerdcast/esse-tal-de-rock-nacional/,,not_transcribed,,not_diarized,
